moviename,openingdate,sales,attendance,screen,playcount,country,distributor,director,genre,actor,filmrank
언더 워터,2016.7.13,3111772391.0,"384,789",518,"13,058",미국,유니버설픽쳐스인터내셔널 코리아(유),윌리엄 유뱅크,스릴러,"크리스틴 스튜어트(노라), 뱅상 카셀(캡틴), T.J. 밀러(파울)",[국내] 15세 관람가 [해외] PG-13
워리어스 웨이,2010.12.1,3097461500.0,"432,072",433,"23,127",미국,에스케이텔레콤(주),이승무,액션,"장동건(양), 제프리 러쉬(론), 케이트 보스워스(린)",[국내] 15세 관람가 [해외] R
고질라: 킹 오브 몬스터,2019.5.29,3085036318.0,"359,041",923,"15,867",미국,워너브러더스 코리아(주),마이클 도허티,액션,"밀리 바비 브라운(매디슨 러셀), 베라 파미가(엠마 러셀), 카일 챈들러(마크 러셀)",[국내] 12세 관람가 [해외] PG-13
주온 : 끝의 시작,2014.7.16,3071127231.0,"410,644",394,"15,339",일본,(주)넥스트엔터테인먼트월드(NEW),오치아이 마사유키,공포,"사사키 노조미(유이), 아오야기 쇼(나오토)",[국내] 15세 관람가
넛잡 2,2017.10.3,3069388100.0,"411,787",526,"10,449","한국,캐나다,중국",롯데쇼핑㈜롯데엔터테인먼트,캘런 브런커,애니메이션,"윌 아넷(설리 목소리), 캐서린 헤이글(앤디 목소리), 성룡(미스터 펭 목소리)",[국내] 전체 관람가 [해외] PG
신이 보낸 사람,2014.2.13,3068195600.0,"424,258",285,"12,684",한국,"주식회사 마운틴픽쳐스,(주)마인스 엔터테인먼트",김진무,드라마,김인권(주철호),[국내] 15세 관람가
러빙 빈센트,2017.11.9,3061456861.0,"384,540",272,"14,651","영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)",도로타 코비엘라,애니메이션,"더글러스 부스(아르망 룰랭), 시얼샤 로넌(마르그리트 가셰), 제롬 플린(닥터 가셰)",[국내] 15세 관람가 [해외] PG-13
에베레스트,2015.9.24,3055119748.0,"332,180",331,"9,343","미국,영국",유니버설픽쳐스인터내셔널 코리아(유),이인항,액션,"장쯔이(서영), 오경(방오주), 정백연",[국내] 15세 관람가
나인,2009.12.31,3046461500.0,"397,889",336,"16,466","미국,이탈리아",(주)시너지하우스 (시너지),이드손 오다,드라마,"빌 스카스가드, 재지 비츠",[국내] 12세 관람가
랭고,2011.3.3,3043816000.0,"430,001",314,"15,179",미국,(주)씨제이이엔엠,고어 버빈스키,애니메이션,조니 뎁(랭고 목소리),[국내] 전체 관람가 [해외] PG
판타스틱 4,2015.8.20,3029310600.0,"399,667",451,"16,241",미국,이십세기폭스코리아(주),조쉬 트랭크,액션,"마일즈 텔러(리드 리차드 / 미스터 판타스틱), 케이트 마라(수잔 스톰 / 인비서블 우먼), 마이클 B. 조던(조니 스톰 / 휴먼 토치)",[국내] 12세 관람가
섹스 앤 더 시티 2,2010.6.10,3022970000.0,"398,347",233,"14,265",미국,워너브러더스 코리아(주),마이클 패트릭 킹,코미디,"사라 제시카 파커(캐리 브래드쇼), 킴 캐트럴(사만다 존스), 크리스틴 데이비스(샬롯 요크)",[국내] 청소년 관람불가 [해외] R
사랑이 무서워,2011.3.10,3020062500.0,"402,876",290,"21,341",한국,롯데쇼핑㈜롯데엔터테인먼트,정우철,멜로/로맨스,"임창정(유상열), 김규리(신소연)",[국내] 15세 관람가
명탐정 코난 : 제로의 집행인,2018.8.8,3014920361.0,"396,230",542,"8,770",일본,(주)씨제이이엔엠,타치카와 유즈루,애니메이션,"타카야마 미나미(에도가와 코난 일본어 목소리), 야마자키 와카나(모리 란 일본어 목소리), 코야마 리키야(모리 코고로 일본어 목소리)",[국내] 12세 관람가
피터 래빗,2018.5.16,3006258100.0,"388,300",599,"12,522","미국,영국,호주",소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,윌 글럭,애니메이션,"제임스 코든(피터 래빗 목소리), 도널 글리슨(제레미 피셔 / 토마스 맥그리거), 로즈 번(비 / 제미마 퍼들덕)",[국내] 전체 관람가 [해외] PG
썬더와 마법저택,2013.12.24,3004330500.0,"444,848",396,"9,501",벨기에,(주)씨제이이엔엠,벤 스타센,애니메이션,[국내] 전체 관람가,
노브레싱,2013.10.30,2991824739.0,"451,669",584,"24,912","한국,필리핀",(주)나이너스엔터테인먼트,조용선,드라마,"서인국(원일), 이종석(우상), 유리(정은)",[국내] 15세 관람가
익스펜더블,2010.8.19,2973224000.0,"390,438",259,"15,798",미국,(주)싸이더스,패트릭 휴즈,액션,"실베스터 스탤론(바니 로스), 제이슨 스타뎀(리 크리스마스), 안토니오 반데라스(가르고)",[국내] 15세 관람가
보통사람,2017.3.23,2956397623.0,"383,336",621,"19,928",한국,오퍼스픽쳐스(유),김봉한,드라마,"손현주(성진), 장혁(규남)",[국내] 15세 관람가
두 개의 달,2012.7.12,2949348748.0,"426,706",347,"16,810",한국,롯데쇼핑㈜롯데엔터테인먼트,김동빈,미스터리,"박한별(소희), 김지석(석호), 박진주(인정)",[국내] 15세 관람가
티끌모아 로맨스,2011.11.10,2941601500.0,"423,915",323,"19,288",한국,필라멘트픽쳐스,김정환,멜로/로맨스,"한예슬(구홍실), 송중기(천지웅)",[국내] 15세 관람가
점박이 한반도의 공룡2 : 새로운 낙원,2018.12.25,2941541400.0,"375,312",672,"6,495",한국,(주)넥스트엔터테인먼트월드(NEW),한상호,애니메이션,"박희순(점박이 목소리), 라미란(송곳니 목소리), 김성균(싸이 목소리)",[국내] 전체 관람가
클로버필드 10번지,2016.4.7,2928428655.0,"357,736",575,"24,680",미국,롯데쇼핑㈜롯데엔터테인먼트,댄 트라첸버그,미스터리,"메리 엘리자베스 윈스티드(미셸), 존 굿맨(하워드), 존 갤러거 주니어(에밋)",[국내] 15세 관람가
그레이의 50가지 그림자,2015.2.26,2918598796.0,"364,415",512,"19,227",미국,유니버설픽쳐스인터내셔널 코리아(유),샘 테일러 존슨,드라마,"제이미 도넌(크리스찬 그레이), 다코타 존슨(아나스타샤 스틸), 루크 그림즈(엘리엇 그레이)",[국내] 청소년 관람불가
나의 독재자,2014.10.30,2906674546.0,"385,932",654,"24,217",한국,롯데쇼핑㈜롯데엔터테인먼트,이해준,드라마,"설경구(성근), 박해일(태식)",[국내] 15세 관람가
브링 더 소울 : 더 무비,2019.8.7,2902500310.0,"336,074",569,"10,199",한국,"CGV ICECON,월트디즈니컴퍼니코리아 유한책임회사",박준수,다큐멘터리,"RM(본인), 진(본인), 슈가(본인)",[국내] 전체 관람가
뽀로로 극장판 컴퓨터 왕국 대모험,2015.12.10,2902090600.0,"391,760",544,"10,893",한국,(주)넥스트엔터테인먼트월드(NEW),박영균,애니메이션,"이선(뽀로로 목소리), 이미자(크롱 목소리), 함수정(에디 목소리)",[국내] 전체 관람가
어쌔신 크리드,2017.1.11,2899784921.0,"355,913",566,"16,218","미국,영국,프랑스",이십세기폭스코리아(주),저스틴 커젤,액션,"마이클 패스벤더(칼럼 린치/아귈라), 마리옹 꼬띠아르(소피아 라이킨), 제레미 아이언스(앨런 라이킨)",[국내] 15세 관람가 [해외] PG-13
소수의견,2015.6.24,2892681205.0,"383,582",398,"16,273",한국,(주)시네마서비스,김성제,드라마,"윤계상(진원), 유해진(대석), 김옥빈(수경)",[국내] 15세 관람가
오즈 그레이트 앤드 파워풀,2013.3.7,2886185000.0,"350,563",425,"15,582",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),샘 레이미,판타지,"제임스 프랭코(오스카), 미쉘 윌리엄스(글린다), 레이첼 와이즈(에바노라)",[국내] 전체 관람가 [해외] PG
크로니클,2012.3.15,2884776000.0,"384,398",324,"20,957",미국,이십세기폭스코리아(주),조쉬 트랭크,드라마,"데인 드한(앤드류 디트머), 알렉스 러셀(맷 게레티), 마이클 B. 조던(스티브 몽고메리)",[국내] 15세 관람가 [해외] PG-13
대장 김창수,2017.10.19,2879121115.0,"381,483",748,"21,744",한국,"(주)키다리이엔티,주식회사 키위컴퍼니",이원태,드라마,"조진웅(김창수), 송승헌(강형식)",[국내] 12세 관람가
늑대소년-확장판,2012.12.6,2868180500.0,"414,064",278,"11,436",한국,(주)씨제이이엔엠,조성희,멜로/로맨스,"송중기(늑대소년), 박보영(순이)",[국내] 15세 관람가
컨트롤러,2011.3.3,2862234500.0,"373,344",371,"18,872",미국,유니버설픽쳐스인터내셔널 코리아(유),조지 놀피,멜로/로맨스,"맷 데이먼(데이빗 노리스), 에밀리 블런트(엘리즈 셀라스)",[국내] 12세 관람가 [해외] PG-13
천재 강아지 미스터 피바디,2014.4.24,2859791400.0,"385,552",533,"10,520",미국,(주)씨제이이엔엠,롭 민코프,애니메이션,"타이 버렐(Mr. 피바디 목소리), 맥스 찰스(셔먼 목소리), 아리엘 윈터(페니 피터슨 목소리)",[국내] 전체 관람가
그녀,2014.5.22,2858143500.0,"350,618",168,"9,980",미국,"주식회사 더쿱,유니버설픽쳐스인터내셔널 코리아(유)",루크 이브,멜로/로맨스,"브렌튼 스웨이츠, 릴리 설리반, 조엘 잭슨",[국내] 12세 관람가
내 심장을 쏴라,2015.1.28,2856859132.0,"387,409",452,"20,042",한국,"(주)리틀빅픽쳐스,(주)이수C&E",문제용,드라마,"이민기(류승민), 여진구(이수명)",[국내] 15세 관람가
호빗: 다섯 군대 전투,2014.12.17,2840004341.0,"326,887",350,"7,347","미국,뉴질랜드",워너브러더스 코리아(주),피터 잭슨,판타지,"마틴 프리먼(빌보 배긴스), 이안 맥켈런(간달프), 리처드 아미티지(소린 오큰실드)",[국내] 12세 관람가
스토커,2013.2.28,2829265174.0,"378,874",329,"15,590",미국,이십세기폭스코리아(주),타일러 새비지,스릴러,크리스틴 고,[국내] 15세 관람가
석조저택 살인사건,2017.5.9,2829106886.0,"353,517",539,"17,925",한국,(주)키다리이엔티,정식,스릴러,"고수(이석진/최승만), 김주혁(남도진), 문성근(윤영환 변호사)",[국내] 15세 관람가
플립,2017.7.12,2828867900.0,"355,617",249,"13,177",미국,(주)팝엔터테인먼트,로브 라이너,멜로/로맨스,"매들린 캐롤(줄리 베이커), 캘런 맥오리피(브라이스 로스키)",[국내] 12세 관람가 [해외] PG
내 이름은 칸,2011.3.24,2821380000.0,"381,334",227,"15,855",인도,필라멘트픽쳐스,카란 조하르,드라마,"샤룩 칸(리즈완 칸), 까졸(만디라 칸)",[국내] 12세 관람가 [해외] PG-13
프롬 파리 위드 러브,2010.3.11,2804967500.0,"369,394",294,"22,348",프랑스,㈜케이디미디어,피에르 모렐,액션,"존 트라볼타(찰리 왁스), 조나단 리스 마이어스(제임스 리스)",[국내] 청소년 관람불가 [해외] R
오! 문희,2020.9.2,2802734600.0,"351,730","1,110","52,239",한국,CGV아트하우스,정세교,코미디,"나문희(오문희), 이희준(두원)",[국내] 12세 관람가
아메리칸 스나이퍼,2015.1.14,2800001438.0,"344,766",308,"10,769",미국,워너브러더스 코리아(주),클린트 이스트우드,액션,"브래들리 쿠퍼(크리스 카일), 시에나 밀러(타야), 제이크 맥더맨",[국내] 청소년 관람불가 [해외] R
그린랜드,2020.9.29,2777724520.0,"325,869",779,"26,421",미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",릭 로먼 워,액션,"제라드 버틀러, 모레나 바카린",[국내] 12세 관람가
헬보이,2019.4.10,2777106321.0,"323,198",726,"26,507",미국,메가박스중앙(주)플러스엠,닐 마샬,액션,"데이빗 하버(헬보이), 밀라 요보비치(피의 여왕 니무에)",[국내] 청소년 관람불가 [해외] R
덤보,2019.3.27,2775096512.0,"345,521",797,"17,627",미국,월트디즈니컴퍼니코리아 유한책임회사,팀 버튼,가족,"콜린 파렐(홀트 패리어), 마이클 키튼(V. A. 반데비어), 대니 드비토(맥스 메디치)",[국내] 전체 관람가
공자 춘추전국시대,2010.2.11,2774370000.0,"371,607",236,"15,346",중국,(주)시너지하우스 (시너지),후메이,액션,"주윤발(공자), 저우쉰(남자), 젠빈천(계손사)",[국내] 12세 관람가
명탐정 코난 : 이차원의 저격수,2014.8.6,2768375000.0,"398,606",299,"6,834",일본,(주)씨제이이엔엠,시즈노 코분,애니메이션,"타카야마 미나미(에도가와 코난), 히다카 노리코(세라 마스미)",[국내] 12세 관람가
링컨: 뱀파이어 헌터,2012.8.30,2750911500.0,"344,876",337,"16,372",미국,이십세기폭스코리아(주),티무르 베크맘베토브,액션,"벤자민 워커(애브라함 링컨), 도미닉 쿠퍼(헨리 스터게스), 메리 엘리자베스 윈스티드(메리 토드 링컨)",[국내] 청소년 관람불가 [해외] R
하이힐,2014.6.3,2750311500.0,"341,634",385,"16,750",한국,롯데쇼핑㈜롯데엔터테인먼트,장진,느와르,"차승원(윤지욱), 오정세(허곤), 이솜(장미)",[국내] 청소년 관람불가
론 레인저,2013.7.4,2750149500.0,"387,527",401,"14,155",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),고어 버빈스키,액션,"조니 뎁(톤토), 아미 해머(론 레인저), 헬레나 본햄 카터(레드)",[국내] 15세 관람가
경성학교: 사라진 소녀들,2015.6.18,2749609100.0,"356,415",489,"18,520",한국,롯데쇼핑㈜롯데엔터테인먼트,이해영,미스터리,"박보영(주란), 엄지원(교장), 박소담(연덕)",[국내] 15세 관람가
레드 라이딩 후드,2011.3.17,2728562500.0,"362,572",249,"20,020","미국,캐나다",워너브러더스 코리아(주),캐서린 하드윅,드라마,"아만다 사이프리드(발레리), 게리 올드만(솔로몬 신부)",[국내] 15세 관람가 [해외] PG-13
커플즈,2011.11.2,2705566500.0,"360,045",387,"19,564",한국,(주)싸이더스,정용기,코미디,"김주혁(유석), 이시영(나리), 이윤지(애연)",[국내] 15세 관람가
눈의 여왕 3: 눈과 불의 마법대결,2017.1.4,2694247700.0,"366,442",526,"10,639",러시아,(주)이수C&E,알렉세이 트시칠린,애니메이션,"박지윤(겔다 목소리), 엄상현(올름 목소리), 남도형(로렌 목소리)",[국내] 전체 관람가
홈,2015.5.21,2693335391.0,"360,742",532,"10,484",미국,(주)씨제이이엔엠,쉬 후이 징,다큐멘터리,[국내] 전체 관람가,
주피터 어센딩,2015.2.5,2687549879.0,"309,842",561,"16,454",미국,워너브러더스 코리아(주),라나 워쇼스키,SF,"밀라 쿠니스(주피터 존스), 채닝 테이텀(케인), 숀 빈(스팅어)",[국내] 12세 관람가
미드나잇 선,2018.6.21,2679300500.0,"326,086",472,"14,847",미국,"(주)삼백상회,(주)키다리이엔티",스콧 스피어,멜로/로맨스,"벨라 손(케이티), 패트릭 슈왈제네거(찰리)",[국내] 12세 관람가 [해외] PG-13
번 더 스테이지: 더 무비,2018.11.15,2671391900.0,"315,010",243,"4,714",한국,월트디즈니컴퍼니코리아 유한책임회사,박준수,한국,"RM(본인), 진(본인), 슈가(본인)",[국내] 전체 관람가
프렌즈: 몬스터섬의비밀,2011.12.29,2668476500.0,"364,732",290,"10,153",일본,"(주)스마일이엔티,(주)에스비에스콘텐츠허브",야마자키 다카시,애니메이션,"이장원(나키 목소리), 엄상현(군조 목소리), 김서영(코타케 목소리)",[국내] 전체 관람가
치외법권,2015.8.27,2664941005.0,"346,483",446,"15,297",한국,판씨네마(주),신재호,액션,"임창정(이정진), 최다니엘(조유민)",[국내] 15세 관람가
트루스 오어 데어,2018.5.22,2647330400.0,"310,956",530,"17,066",미국,유니버설픽쳐스인터내셔널 코리아(유),제프 와드로,공포,"루시 헤일(올리비아), 타일러 포시(루카스), 바이올렛 빈(마키)",[국내] 15세 관람가 [해외] PG-13
캐롤,2016.2.4,2645756616.0,"319,357",288,"11,092","미국,영국",CGV아트하우스,토드 헤인즈,드라마,"케이트 블란쳇(캐롤 에어드), 루니 마라(테레즈), 카일 챈들러(하지 에어드)",[국내] 청소년 관람불가 [해외] R
위자: 저주의 시작,2016.11.9,2637517406.0,"331,877",467,"15,660",미국,유니버설픽쳐스인터내셔널 코리아(유),마이크 플래너건,공포,"엘리자베스 리저(앨리스 잰더), 애너리즈 바쏘(리나 잰더), 룰루 윌슨(도리스 잰더)",[국내] 12세 관람가 [해외] PG-13
아담스 패밀리,2019.11.7,2636891140.0,"329,955",802,"11,242","미국,영국,캐나다",유니버설픽쳐스인터내셔널 코리아(유),그렉 티어난,애니메이션,"오스카 아이삭(고메즈), 샤를리즈 테론(모티시아), 클로이 모레츠(웬즈데이)",[국내] 전체 관람가
미드나잇 인 파리,2012.7.5,2633727398.0,"355,081",189,"9,256","미국,스페인","(주)디스테이션,(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트",우디 앨런,코미디,"오웬 윌슨(길), 마리옹 꼬띠아르(아드리아나), 레이첼 맥아담스(이네즈)",[국내] 15세 관람가 [해외] PG-13
가디언의 전설,2010.10.28,2613934200.0,"302,318",267,"14,421","미국,호주",워너브러더스 코리아(주),잭 스나이더,애니메이션,"휴고 위빙(녹터스 / 그림블 목소리), 짐 스터게스(소렌 목소리), 라이언 콴튼(클러드 목소리)",[국내] 전체 관람가 [해외] PG
블라인드 사이드,2010.4.15,2613051000.0,"355,516",129,"12,717",미국,워너브러더스 코리아(주),존 리 행콕,드라마,산드라 블록(리 앤 투오이),[국내] 12세 관람가 [해외] PG-13
극적인 하룻밤,2015.12.3,2610567429.0,"320,884",434,"18,332",한국,CGV아트하우스,하기호,멜로/로맨스,"윤계상(정훈), 한예리(시후), 박병은(준석)",[국내] 청소년 관람불가
아스트로 보이-아톰의 귀환,2010.1.13,2585585500.0,"393,433",278,"15,793",미국,㈜케이디미디어,데이빗 보워스,애니메이션,"프레디 하이모어(아톰 목소리), 크리스틴 벨(코라 목소리), 니콜라스 케이지(텐마 박사 목소리)",[국내] 전체 관람가 [해외] PG
이터널 선샤인,2005.11.10,2581017592.0,"315,447",108,"8,891",미국,"(주)노바미디어,코리아픽쳐스(주)",미셸 공드리,멜로/로맨스,"짐 캐리(조엘), 케이트 윈슬렛(클레멘타인), 커스틴 던스트(매리)",[국내] 15세 관람가 [해외] R
예스터데이,2019.9.18,2580213100.0,"306,332",816,"23,340","미국,영국",유니버설픽쳐스인터내셔널 코리아(유),대니 보일,드라마,"히메쉬 파텔(잭 말릭), 릴리 제임스(엘리 애플턴)",[국내] 12세 관람가 [해외] PG-13
파라노말 액티비티 2,2010.10.21,2575677000.0,"358,453",196,"13,647",미국,CJ ENM,션 빙햄,공포,"로리 커밍스, 렛 터렐",[국내] 15세 관람가
런,2020.11.20,2560441600.0,"278,819",799,"38,957",미국,(주)올스타엔터테인먼트,벤 패터슨,공포,"젬마 할로 딘, 라이언 길크스",[국내] 15세 관람가
패딩턴 2,2018.2.8,2555480200.0,"339,014",629,"14,455","프랑스,영국",(주)이수C&E,폴 킹,코미디,"벤 위쇼(패딩턴 목소리), 휴 그랜트(피닉스 뷰캐넌), 샐리 호킨스(매리 브라운)",[국내] 전체 관람가 [해외] PG
허스토리,2018.6.27,2521025949.0,"336,822",696,"20,406",한국,(주)넥스트엔터테인먼트월드(NEW),민규동,드라마,"김희애(문정숙 사장), 김해숙(배정길 할머니)",[국내] 12세 관람가
미성년,2019.4.11,2494615950.0,"293,352",673,"27,314",한국,(주)쇼박스,김윤석,드라마,"염정아(영주), 김소진(미희), 김혜준(주리)",[국내] 15세 관람가
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016.7.20,2467275080.0,"330,725",403,"6,607",일본,(주)씨제이이엔엠,타카하시 시게하루,애니메이션,"박경혜(민호 한국어 목소리), 홍범기(위스퍼 한국어 목소리), 김현지(지바냥 한국어 목소리)",[국내] 전체 관람가
명탐정 코난 : 수평선상의 음모,2013.8.7,2465123000.0,"389,871",316,"8,196",일본,(주)씨제이이엔엠,야마모토 야스이치로,애니메이션,"타카야마 미나미(에도가와 코난), 야마자키 와카나(모리 란)",[국내] 12세 관람가 [해외] NR
스폰지밥 3D,2015.2.18,2458946200.0,"325,016",357,"8,415",미국,(주)씨제이이엔엠,폴 티비트,애니메이션,"전태열(스폰지밥), 이인성(뚱이), 안토니오 반데라스",[국내] 전체 관람가
무서운 이야기,2012.7.25,2452368566.0,"331,760",274,"10,268",한국,롯데쇼핑㈜롯데엔터테인먼트,김곡,공포,"임슬옹(이생), 경수진(수진), 박정민(동근)",[국내] 15세 관람가
링컨 차를 타는 변호사,2011.6.16,2443603500.0,"327,612",241,"12,383",미국,씨너스엔터테인먼트(주),브래드 퍼맨,범죄,"매튜 맥커너히(믹 할러), 마리사 토메이(매기 맥퍼슨), 라이언 필립(루이스 루레)",[국내] 15세 관람가 [해외] R
위대한 소원,2016.4.21,2440004213.0,"308,398",524,"22,769",한국,(주)넥스트엔터테인먼트월드(NEW),남대중,코미디,"류덕환(고환), 김동영(남준), 안재홍(갑덕)",[국내] 15세 관람가
아기배달부 스토크,2016.12.7,2436955700.0,"322,354",538,"9,388",미국,워너브러더스 코리아(주),니콜라스 스톨러,애니메이션,"앤디 샘버그(주니어 목소리), 케이티 크라운(튤립 목소리), 켈시 그래머(헌터 목소리)",[국내] 전체 관람가 [해외] PG
숲속으로,2014.12.24,2409562888.0,"317,406",356,"7,709",미국,월트디즈니컴퍼니코리아(주),롭 마샬,판타지,"메릴 스트립(마녀), 조니 뎁(늑대), 에밀리 블런트(베이커 부인)",[국내] 전체 관람가 [해외] PG
레드카펫,2014.10.23,2405669580.0,"316,953",385,"17,696",한국,(주)프레인글로벌,박범수,멜로/로맨스,"윤계상(정우), 고준희(은수)",[국내] 15세 관람가
스포트라이트,2016.2.24,2402036255.0,"299,878",320,"13,482",미국,(주)팝엔터테인먼트,토마스 맥카시,드라마,"마크 러팔로(마이크 레젠데스), 레이첼 맥아담스(샤샤 파이퍼), 마이클 키튼(월터 로빈슨)",[국내] 15세 관람가 [해외] R
잭 라이언 : 코드네임 쉐도우,2014.1.16,2395391500.0,"327,589",419,"12,908","미국,러시아",(주)씨제이이엔엠,케네스 브래너,액션,"크리스 파인(잭 라이언), 키이라 나이틀리(캐시 라이언), 케빈 코스트너(윌리엄 하퍼)",[국내] 12세 관람가
선 오브 갓,2014.4.10,2393896300.0,"329,252",419,"15,313",미국,(주)프레인글로벌,크리스토퍼 스펜서,드라마,"디오고 모르가도(예수 그리스도), 세바스찬 냅(요한), 다윈 쇼(베드로)",[국내] 12세 관람가 [해외] PG-13
미녀와 야수,2014.6.18,2393617300.0,"316,332",387,"15,414",프랑스,(주)넥스트엔터테인먼트월드(NEW),빌 콘돈,판타지,"엠마 왓슨(벨), 댄 스티븐스(야수/왕자), 루크 에반스(개스톤)",[국내] 전체 관람가 [해외] PG
덕구,2018.4.5,2389041700.0,"315,663",544,"19,006",한국,메가박스중앙(주)플러스엠,방수인,드라마,"이순재(덕구할배), 정지훈(덕구)",[국내] 전체 관람가
킬러스,2010.9.2,2386700000.0,"322,888",282,"17,930",미국,(주)넥스트엔터테인먼트월드(NEW),로버트 루케틱,액션,"애쉬튼 커쳐(스펜서 에이미스), 캐서린 헤이글(젠 콘펠트)",[국내] 15세 관람가 [해외] PG-13
맨발의 꿈,2010.6.24,2372787500.0,"331,945",332,"17,790","한국,인도네시아,일본",(주)쇼박스,김태균,드라마,"박희순(김원광), 고창석(박인기)",[국내] 전체 관람가
파이널 데스티네이션5,2011.9.8,2370348500.0,"257,193",168,"9,325",미국,워너브러더스 코리아(주),스티븐 쿼일,공포,"니콜라스 디아고스토(샘 로턴), 엠마 벨(몰리), 토니 토드(블러드워스)",[국내] 청소년 관람불가 [해외] R
남영동1985,2012.11.22,2358477601.0,"332,597",310,"15,679",한국,"씨너스엔터테인먼트(주),(주)엣나인필름",정지영,드라마,"박원상(김종태), 이경영(이두한)",[국내] 15세 관람가
짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,2011.5.5,2357563000.0,"351,742",306,"7,013",일본,(주)씨제이이엔엠,시기노 아키라,애니메이션,"야지마 아키코(노하라 신노스케 목소리), 나라하시 미키(노하라 미사에 목소리), 후지와라 케이지(노하라 히로시 목소리)",[국내] 전체 관람가
해리포터와 마법사의 돌,2001.12.13,2349913000.0,"267,950",33,"3,929",미국,워너브러더스 코리아(주),크리스 콜럼버스,판타지,"다니엘 래드클리프(해리 포터), 루퍼트 그린트(론 위즐리), 엠마 왓슨(헤르미온느)",[국내] 전체 관람가 [해외] PG
뮨: 달의 요정,2015.9.24,2333203700.0,"319,384",365,"6,895",프랑스,"(주)스마일이엔티,씨네그루(주)다우기술",알렉상드르 헤보얀,애니메이션,"조슈아 J. 발라드(뮨), 오마 사이(소혼), 트레버 드볼(소혼)",[국내] 전체 관람가
기방도령,2019.7.10,2330230190.0,"287,053",625,"16,652",한국,판씨네마(주),남대중,코미디,"준호(허색), 정소민(해원), 최귀화(육갑)",[국내] 15세 관람가
모털 엔진,2018.12.5,2324362119.0,"267,896",661,"15,454",미국,유니버설픽쳐스인터내셔널 코리아(유),크리스찬 리버스,액션,"헤라 힐마(헤스터 쇼), 로버트 시한(톰 내츠워디), 휴고 위빙(테데우스 발렌타인)",[국내] 12세 관람가
포인트 브레이크,2016.1.7,2323707051.0,"294,320",409,"12,111",미국,"(주)시네마서비스,(주)나이너스엔터테인먼트",에릭슨 코어,액션,"루크 브레이시(조니 유타), 에드가 라미레즈(보디), 테레사 팔머(삼사라)",[국내] 15세 관람가
마이 블랙 미니드레스,2011.3.24,2318884500.0,"313,953",325,"20,166",한국,(주)씨제이이엔엠,허인무,드라마,"윤은혜(유민), 박한별(혜지), 차예련(수진)",[국내] 15세 관람가
배심원들,2019.5.15,2306806090.0,"288,579",784,"20,271",한국,CGV아트하우스,홍승완,드라마,"문소리(재판장 김준겸), 박형식(권남우)",[국내] 12세 관람가
세상에서 가장 아름다운 이별,2011.4.20,2296840000.0,"316,990",340,"17,456",한국,(주)넥스트엔터테인먼트월드(NEW),민규동,드라마,"배종옥(김인희), 김갑수(정철), 김지영(할머니)",[국내] 15세 관람가
늑대아이,2012.9.13,2296193261.0,"332,702",226,"10,768",일본,(주)미디어데이,호소다 마모루,애니메이션,"미야자키 아오이(하나 목소리), 오오사와 타카오(그(늑대인간) 목소리), 쿠로키 하루(유키 목소리)",[국내] 전체 관람가
런 올 나이트,2015.3.19,2293671495.0,"289,534",411,"15,865",미국,워너브러더스 코리아(주),자움 콜렛 세라,액션,"리암 니슨(지미), 조엘 킨나만(마이클), 에드 해리스(숀)",[국내] 청소년 관람불가
커뮤터,2018.1.24,2286690955.0,"286,062",575,"16,145","영국,미국",메가박스중앙(주)플러스엠,자움 콜렛 세라,액션,"리암 니슨(마이클 맥콜리), 베라 파미가(조안나)",[국내] 15세 관람가 [해외] PG-13
원스 어폰 어 타임... 인 할리우드,2019.9.25,2269807670.0,"277,319",678,"15,147",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,쿠엔틴 타란티노,드라마,"레오나르도 디카프리오(릭 달튼), 브래드 피트(클리프 부스), 마고 로비(샤론 테이트)",[국내] 청소년 관람불가
혼숨,2016.10.26,2258422445.0,"288,016",498,"14,510",한국,(주)프레인글로벌,이두환,공포,"류덕환(야광), 조복래(박PD)",[국내] 15세 관람가
악질경찰,2019.3.20,2256615278.0,"262,233",833,"22,785",한국,워너브러더스 코리아(주),이정범,드라마,"이선균(조필호), 전소니(미나), 박해준(권태주)",[국내] 청소년 관람불가
음치 클리닉,2012.11.29,2248238000.0,"338,168",360,"16,243",한국,롯데쇼핑㈜롯데엔터테인먼트,김진영,멜로/로맨스,"박하선(동주), 윤상현(신홍)",[국내] 12세 관람가
미나문방구,2013.5.16,2247017000.0,"334,323",385,"16,653",한국,롯데쇼핑㈜롯데엔터테인먼트,정익환,드라마,"최강희(강미나), 봉태규(최강호)",[국내] 전체 관람가
