moviename,openingdate,attendance,screen,playcount,director,actor,openingmonth,country_abroad,country_domestic,distributor_etc_distributor,distributor_major_abroad,distributor_major_domestic,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_drama,genre_etc,genre_fantasy,genre_fear,genre_mystery,genre_romance,genre_sf,genre_thriller,filmrank_G_rated,filmrank_PG 12,filmrank_PG 15,filmrank_X_rated,sales
크로니클,2012-03-15,384398,324,20957,392032,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2884776000
대장 김창수,2017-10-19,381483,748,21744,1873097,2,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2879121115
늑대소년-확장판,2012-12-06,414064,278,11436,2833113,2,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2868180500
컨트롤러,2011-03-03,373344,371,18872,373344,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2862234500
천재 강아지 미스터 피바디,2014-04-24,385552,533,10520,385552,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2859791400
그녀,2014-05-22,350618,168,9980,350618,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2858143500
내 심장을 쏴라,2015-01-28,387409,452,20042,387409,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2856859132
호빗: 다섯 군대 전투,2014-12-17,326887,350,7347,1682629,3,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2840004341
스토커,2013-02-28,378874,329,15590,378874,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2829265174
석조저택 살인사건,2017-05-09,353517,539,17925,353517,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2829106886
플립,2017-07-12,355617,249,13177,355617,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2828867900
내 이름은 칸,2011-03-24,381334,227,15855,381334,2,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2821380000
프롬 파리 위드 러브,2010-03-11,369394,294,22348,369394,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2804967500
오! 문희,2020-09-02,351730,1110,52239,8982706,2,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2802734600
아메리칸 스나이퍼,2015-01-14,344766,308,10769,485934,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2800001438
그린랜드,2020-09-29,325869,779,26421,325869,2,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2777724520
헬보이,2019-04-10,323198,726,26507,323198,2,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2777106321
덤보,2019-03-27,345521,797,17627,1215268,3,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2775096512
공자 춘추전국시대,2010-02-11,371607,236,15346,371607,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2774370000
명탐정 코난 : 이차원의 저격수,2014-08-06,398606,299,6834,499714,2,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2768375000
링컨: 뱀파이어 헌터,2012-08-30,344876,337,16372,872588,3,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2750911500
하이힐,2014-06-03,341634,385,16750,628336,3,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2750311500
론 레인저,2013-07-04,387527,401,14155,408764,3,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2750149500
경성학교: 사라진 소녀들,2015-06-18,356415,489,18520,2710049,3,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2749609100
레드 라이딩 후드,2011-03-17,362572,249,20020,362572,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2728562500
커플즈,2011-11-02,360045,387,19564,686134,3,11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2705566500
눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,366442,526,10639,432381,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2694247700
주피터 어센딩,2015-02-05,309842,561,16454,309842,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2687549879
미드나잇 선,2018-06-21,326086,472,14847,639978,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2679300500
번 더 스테이지: 더 무비,2018-11-15,315010,243,4714,260925,3,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2671391900
프렌즈: 몬스터섬의비밀,2011-12-29,364732,290,10153,364732,3,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2668476500
치외법권,2015-08-27,346483,446,15297,346483,2,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2664941005
트루스 오어 데어,2018-05-22,310956,530,17066,310956,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2647330400
캐롤,2016-02-04,319357,288,11092,223629,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2645756616
위자: 저주의 시작,2016-11-09,331877,467,15660,331877,3,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2637517406
아담스 패밀리,2019-11-07,329955,802,11242,329955,3,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2636891140
미드나잇 인 파리,2012-07-05,355081,189,9256,221924,3,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2633727398
가디언의 전설,2010-10-28,302318,267,14421,1631960,3,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2613934200
블라인드 사이드,2010-04-15,355516,129,12717,355516,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2613051000
극적인 하룻밤,2015-12-03,320884,434,18332,320884,3,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2610567429
아스트로 보이-아톰의 귀환,2010-01-13,393433,278,15793,393433,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2585585500
이터널 선샤인,2005-11-10,315447,108,8891,315447,3,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2581017592
예스터데이,2019-09-18,306332,816,23340,306332,2,9,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2580213100
파라노말 액티비티 2,2010-10-21,358453,196,13647,398427,2,10,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2575677000
런,2020-11-20,278819,799,38957,278819,2,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2560441600
패딩턴 2,2018-02-08,339014,629,14455,322058,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2555480200
허스토리,2018-06-27,336822,696,20406,1590719,2,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2521025949
미성년,2019-04-11,293352,673,27314,293352,3,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2494615950
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,330725,403,6607,440824,3,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2467275080
명탐정 코난 : 수평선상의 음모,2013-08-07,389871,316,8196,504145,2,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2465123000
스폰지밥 3D,2015-02-18,325016,357,8415,325016,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2458946200
무서운 이야기,2012-07-25,331760,274,10268,561357,3,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2452368566
링컨 차를 타는 변호사,2011-06-16,327612,241,12383,327612,3,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2443603500
위대한 소원,2016-04-21,308398,524,22769,297725,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2440004213
아기배달부 스토크,2016-12-07,322354,538,9388,322354,3,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2436955700
숲속으로,2014-12-24,317406,356,7709,1223870,3,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2409562888
레드카펫,2014-10-23,316953,385,17696,316953,2,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2405669580
스포트라이트,2016-02-24,299878,320,13482,299878,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2402036255
잭 라이언 : 코드네임 쉐도우,2014-01-16,327589,419,12908,961906,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2395391500
선 오브 갓,2014-04-10,329252,419,15313,329252,3,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2393896300
미녀와 야수,2014-06-18,316332,387,15414,1476866,3,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2393617300
덕구,2018-04-05,315663,544,19006,315663,2,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2389041700
킬러스,2010-09-02,322888,282,17930,322888,2,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2386700000
맨발의 꿈,2010-06-24,331945,332,17790,2060633,2,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2372787500
파이널 데스티네이션5,2011-09-08,257193,168,9325,1167945,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2370348500
남영동1985,2012-11-22,332597,310,15679,2087528,2,11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2358477601
짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,2011-05-05,351742,306,7013,351742,3,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2357563000
해리포터와 마법사의 돌,2001-12-13,267950,33,3929,932025,3,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2349913000
뮨: 달의 요정,2015-09-24,319384,365,6895,319384,3,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2333203700
기방도령,2019-07-10,287053,625,16652,297725,3,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2330230190
모털 엔진,2018-12-05,267896,661,15454,267896,3,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2324362119
포인트 브레이크,2016-01-07,294320,409,12111,294320,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2323707051
마이 블랙 미니드레스,2011-03-24,313953,325,20166,391624,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2318884500
배심원들,2019-05-15,288579,784,20271,288579,2,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2306806090
세상에서 가장 아름다운 이별,2011-04-20,316990,340,17456,1590719,3,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2296840000
늑대아이,2012-09-13,332702,226,10768,332702,3,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2296193261
런 올 나이트,2015-03-19,289534,411,15865,287798,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2293671495
커뮤터,2018-01-24,286062,575,16145,287798,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2286690955
원스 어폰 어 타임... 인 할리우드,2019-09-25,277319,678,15147,268731,3,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2269807670
혼숨,2016-10-26,288016,498,14510,288016,2,10,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2258422445
악질경찰,2019-03-20,262233,833,22785,2347992,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2256615278
음치 클리닉,2012-11-29,338168,360,16243,1135495,2,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2248238000
미나문방구,2013-05-16,334323,385,16653,334323,2,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2247017000
비행기 2: 소방구조대,2014-08-13,311456,341,6562,311456,3,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2246970700
도리화가,2015-11-25,317505,563,19168,955734,3,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2246950339
패딩턴,2015-01-07,305102,408,9738,322058,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2246438729
대한민국 1%,2010-05-05,440372,286,20352,440372,3,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2244690500
검우강호,2010-10-14,312283,344,20571,312283,3,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2242810500
"러브, 로지",2014-12-10,292177,379,11935,292177,2,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2223782646
구스범스,2016-01-14,297356,515,13477,297356,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2221639712
차이니즈 조디악,2013-02-27,315305,300,13432,315305,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2211711500
후드,2018-11-28,284601,628,14338,284601,3,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2203434149
천로역정: 천국을 찾아서,2019-06-13,296588,381,8329,296588,2,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2202838010
오즈의 마법사: 돌아온 도로시,2015-02-12,298482,330,7787,298482,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2176416000
프랑켄슈타인: 불멸의 영웅,2014-02-06,299205,378,12113,299205,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2175466123
인서전트,2015-03-25,282662,480,18214,353353,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2158449889
로렉스,2012-05-03,298780,463,7843,1311466,3,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2153198000
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,277206,489,5329,277206,3,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2148708050
내가 죽던 날,2020-11-12,233112,909,29390,233112,3,11,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2135396020
앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,292495,380,8917,292495,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2125772200
헨젤과 그레텔: 마녀 사냥꾼 3D,2013-02-14,269510,297,10624,586342,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2122205602
기묘한 가족,2019-02-13,263598,625,15314,263598,3,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2121514275
주먹왕 랄프,2012-12-19,301436,286,7086,1027905,3,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2116917500
신데렐라:마법 반지의 비밀,2019-02-20,284922,575,9977,284922,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2114475240
다이노 타임,2015-04-30,284900,430,6713,284900,3,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2108596800
이스케이프 플랜,2013-12-05,292892,287,10331,292892,1,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2106938679
바울,2018-10-31,267785,227,8455,267785,2,10,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2100137400
친구와 연인사이,2011-02-10,267843,183,9010,267843,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2099697500
함정,2015-09-10,257990,445,10899,257990,3,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2090877200
투모로우랜드,2015-05-27,265810,435,14640,1944199,3,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2083283000
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014-01-09,320409,406,8363,276411,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2080468500
뮬란,2020-09-17,236247,1420,38703,236247,1,9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2079737620
울프맨,2010-02-11,265409,263,13920,389859,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2062933500
라스트 크리스마스,2019-12-05,249323,623,14580,249323,2,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2058391130
스파이 브릿지,2015-11-05,264872,425,12434,1107519,3,11,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2049608478
상하이,2011-01-27,269157,223,13005,269157,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2039939000
베스트 키드,2010-06-10,287278,252,13464,429176,2,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2031914500
개를 훔치는 완벽한 방법,2014-12-31,263300,199,8008,379411,3,12,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2019629065
백 투 더 비기닝,2015-02-26,266610,423,13839,266610,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2018287400
빌리와 용감한 녀석들 2,2013-02-21,306837,289,7410,306837,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006325000
프레데터스,2010-08-26,276536,231,14168,276536,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1991492500
모모와 다락방의 수상한 요괴들,2012-07-05,300174,253,7084,300174,2,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1988264000
빌리와 용감한 녀석들 3D,2012-08-08,299628,241,7176,448385,3,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1961802000
카우보이 & 에이리언,2011-08-11,256346,269,8244,3141537,3,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1930249000
롤러코스터,2013-10-17,270148,374,14726,612913,2,10,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1913087600
위대한 쇼맨,2017-12-20,306419,598,31915,306419,3,12,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1897251570
장고:분노의 추적자,2013-03-21,260144,342,11792,268731,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1883634000
프리즌 이스케이프,2020-05-06,217056,547,29305,217056,2,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1848297600
눈의 여왕,2013-02-07,276913,316,6528,172036,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1846221000
줄리아의 눈,2011-03-31,236365,232,15411,236365,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1827252000
메리 포핀스 리턴즈,2019-02-14,224160,573,11128,1223870,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1816281960
파이스토리 : 악당상어 소탕작전,2013-01-10,267440,298,7483,267440,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1808263000
밤의 여왕,2013-10-17,252475,333,13286,252475,2,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1762892500
월 스트리트: 머니 네버 슬립스,2010-10-21,241438,288,14013,241438,3,10,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1760899000
신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,222234,539,8629,222234,3,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1757416340
사랑은 너무 복잡해,2010-03-11,234083,180,12117,1922323,6,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1741752000
극장판 도라에몽: 진구의 인어대해전,2010-07-28,260701,140,5639,260701,3,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1741701000
적과의 동침,2011-04-27,243094,391,14069,243094,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1740340000
명탐정 코난: 감청의 권,2019-07-24,219078,602,8790,219078,3,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1740310530
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011-12-22,261757,237,3524,276411,3,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1729310500
조제,2020-12-10,186647,1179,38291,186647,2,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1673427570
사라진 시간,2020-06-18,185802,874,20790,185802,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1652522580
마마,2011-06-01,243209,269,12667,243209,3,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1642407500
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,234093,139,4502,276411,2,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1631689000
검객,2020-09-23,190237,832,21595,190237,3,9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1619781870
기생충,2019-05-30,227870,456,13536,4788931,3,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1576539450
밤쉘: 세상을 바꾼 폭탄선언,2020-07-08,182026,882,27363,182026,3,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1544025340
포드 V 페라리,2019-12-04,162730,204,6867,619031,2,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1474949540
"울지마, 톤즈",2010-09-09,260998,73,8039,260998,2,9,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1439624500
인셉션,2010-07-21,163630,241,11000,3583005,3,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1380782440
미스터트롯: 더 무비,2020-10-22,150090,449,15980,150090,3,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1288696100
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,329560,275,5943,276411,3,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1281250750
타오르는 여인의 초상,2020-01-16,148644,156,7626,148644,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1251474838
나이브스 아웃,2019-12-04,147395,163,6812,555288,3,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1225050880
알라딘,2019-05-23,171494,549,15752,512169,3,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1205410680
트롤: 월드 투어,2020-04-29,152589,344,15459,152589,2,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1170580320
브레이크 더 사일런스: 더 무비,2020-09-24,131693,205,10604,260925,3,9,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1160249000
다크 워터스,2020-03-11,127902,575,21739,223629,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1101919740
애니멀 크래커,2020-08-05,129688,473,7473,129688,3,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1028859740
언힌지드,2020-10-07,118570,676,19770,118570,3,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1018720190
극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,2020-08-20,123329,661,13299,123329,3,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1004751550
21 브릿지: 테러 셧다운,2020-01-01,127616,228,7686,127616,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,978201230
조조 래빗,2020-02-05,112136,277,9147,2482957,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,965388200
언더워터,2020-05-27,109207,594,18257,246998,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,937112800
패왕별희 디 오리지널,2017-03-30,102205,409,11661,102205,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,926248060
디바,2020-09-23,108122,831,18923,108122,2,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,901717350
기기괴괴 성형수,2020-09-09,103426,276,13517,103426,3,9,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,873204560
